order_id,customer_id,order_date,status
2462,300,2024-10-16,delivered
2463,1562,2023-12-18,delivered
2464,797,2024-02-11,pending
2465,44,2023-09-14,pending
2466,2905,2023-05-20,shipped
2467,2746,2024-04-20,delivered
2468,1890,2023-03-11,pending
2469,2247,2024-11-03,processing
2470,2923,2024-03-24,processing
2471,1929,2023-10-13,processing
2472,699,2023-01-19,cancelled
2473,412,2023-07-01,shipped
2474,509,2024-07-01,delivered
2475,690,2023-03-21,pending
2476,2775,2023-10-07,processing
2477,1805,2024-01-02,processing
2478,888,2023-02-05,cancelled
2479,886,2024-03-28,pending
2480,2601,2024-06-19,pending
2481,1600,2024-12-07,shipped
2482,1819,2023-02-23,cancelled
2483,20,2023-02-19,delivered
2484,827,2023-09-13,shipped
2485,978,2023-07-24,pending
2486,66,2024-03-07,pending
2487,60,2023-12-12,processing
2488,2786,2024-11-16,pending
2489,904,2023-04-09,processing
2490,2966,2023-06-21,pending
2491,1703,2024-06-08,pending
2492,1340,2023-11-27,cancelled
2493,2568,2023-07-14,cancelled
2494,849,2024-07-08,delivered
2495,1753,2023-05-04,processing
2496,876,2023-04-19,shipped
2497,1325,2023-06-27,pending
2498,1648,2024-10-31,shipped
2499,50,2024-02-03,processing
2500,1880,2023-08-14,pending
2501,2696,2023-10-13,cancelled
2502,1512,2023-02-14,pending
2503,896,2024-02-25,shipped
2504,2453,2024-05-26,pending
2505,2919,2024-07-03,cancelled
2506,703,2023-09-15,pending
2507,2458,2023-11-29,delivered
2508,2777,2024-12-11,processing
2509,1361,2023-06-29,shipped
2510,2730,2024-05-08,pending
2511,1373,2023-01-19,cancelled
2512,2397,2024-04-04,delivered
2513,2094,2024-10-17,processing
2514,2063,2024-08-24,pending
2515,953,2023-01-22,cancelled
2516,509,2023-11-13,processing
2517,1756,2023-09-07,cancelled
2518,326,2023-03-03,processing
2519,1535,2024-05-25,shipped
2520,828,2023-06-05,delivered
2521,838,2024-10-19,pending
2522,976,2024-09-04,delivered
2523,1347,2023-05-18,shipped
2524,1301,2024-10-21,pending
2525,2134,2024-02-29,shipped
2526,98,2023-08-23,shipped
2527,1404,2023-09-06,processing
2528,2210,2023-02-25,processing
2529,2816,2024-12-13,processing
2530,2491,2024-01-26,cancelled
2531,1318,2023-07-07,delivered
2532,2580,2023-01-07,pending
2533,2014,2023-03-13,processing
2534,214,2024-10-11,processing
2535,837,2023-05-09,pending
2536,712,2024-08-29,cancelled
2537,838,2023-08-30,cancelled
2538,321,2024-03-12,delivered
2539,1276,2023-06-18,processing
2540,1004,2024-03-10,processing
2541,2482,2023-09-12,shipped
2542,1169,2024-08-13,delivered
2543,2604,2023-07-26,shipped
2544,1971,2023-03-23,shipped
2545,1632,2024-01-22,processing
2546,1929,2024-03-27,delivered
2547,2070,2024-09-16,delivered
2548,639,2024-05-08,pending
2549,1563,2024-03-13,pending
2550,1230,2024-09-01,cancelled
2551,626,2024-07-20,processing
2552,1054,2024-01-25,delivered
2553,1253,2024-04-09,shipped
2554,1537,2024-07-29,cancelled
2555,1970,2023-03-15,shipped
2556,560,2024-04-25,processing
2557,634,2023-07-14,pending
2558,53,2024-05-27,shipped
2559,2013,2024-02-19,delivered
2560,1617,2024-01-18,delivered
2561,2006,2023-11-12,cancelled
2562,292,2024-02-23,pending
2563,510,2024-01-30,cancelled
2564,666,2023-07-18,delivered
2565,1046,2023-12-23,cancelled
2566,2905,2024-05-15,shipped
2567,2853,2023-03-01,delivered
2568,1737,2023-09-10,processing
2569,1957,2023-02-05,
2570,2585,2024-12-24,pending
2571,2857,2024-11-12,processing
2572,1071,2024-09-11,delivered
2573,2790,2023-05-31,shipped
2574,1014,2024-09-08,cancelled
2575,2715,2023-06-15,pending
2576,479,2023-04-05,delivered
2577,1629,2024-12-24,cancelled
2578,330,2024-06-14,processing
2579,1733,2023-06-19,delivered
2580,1036,2024-12-09,shipped
2581,2051,2024-06-29,delivered
2582,2401,2023-11-12,delivered
2583,2981,2023-04-02,pending
2584,2606,2024-08-09,shipped
2585,585,2023-10-03,processing
2586,1631,2024-12-16,shipped
2587,27,2023-06-22,delivered
2588,7,2023-04-10,pending
2589,2853,2024-03-03,cancelled
2590,1708,2024-11-01,shipped
2591,1766,2023-06-24,processing
2592,1535,2023-07-10,processing
2593,812,2024-05-13,processing
2594,2059,2023-04-23,delivered
2595,2323,2023-08-06,processing
2596,824,2023-03-02,processing
2597,786,2023-09-23,delivered
2598,1806,2024-10-03,cancelled
2599,448,2024-10-13,processing
2600,327,2023-10-28,pending
2601,1548,2023-05-08,shipped
2602,264,2023-12-17,pending
2603,2399,2023-08-29,delivered
2604,1988,2024-11-19,pending
2605,39,2023-03-04,shipped
2606,30,2024-11-12,cancelled
2607,172,2023-04-10,processing
2608,2140,2023-01-08,delivered
2609,2470,2024-06-16,shipped
2610,1991,2024-04-29,shipped
2611,2476,2024-03-15,shipped
2612,1519,2024-11-29,shipped
2613,1292,2023-09-03,shipped
2614,2725,2024-02-13,delivered
2615,2502,2023-02-28,shipped
2616,1353,2023-04-13,pending
2617,1872,2024-12-16,delivered
2618,2971,2023-05-23,pending
2619,2466,2023-05-06,cancelled
2620,1145,2024-12-17,processing
2621,1510,2024-04-07,cancelled
2622,2811,2024-11-05,delivered
2623,2110,2024-02-28,processing
2624,13,2024-10-15,shipped
2625,69,2024-10-10,shipped
2626,188,2023-11-30,delivered
2627,957,2024-09-13,delivered
2628,1640,2024-09-19,pending
2629,1427,2024-03-14,delivered
2630,2697,2024-12-17,pending
2631,1577,2023-10-28,cancelled
2632,800,2024-12-30,processing
2633,2131,2024-08-08,cancelled
2634,131,2023-05-11,delivered
2635,357,2023-11-05,cancelled
2636,1913,2023-06-22,delivered
2637,474,2024-05-08,cancelled
2638,987,2023-09-07,processing
2639,699,2024-11-06,pending
2640,433,2024-03-21,pending
2641,657,2023-12-01,delivered
2642,1149,2023-08-14,shipped
2643,2728,2024-05-02,pending
2644,2726,2023-05-20,cancelled
2645,2596,2024-05-18,pending
2646,2834,2023-12-07,processing
2647,2360,2024-09-07,pending
2648,2638,2023-12-18,delivered
2649,2939,2024-01-26,cancelled
2650,1790,2023-08-27,processing
2651,1062,2023-04-29,shipped
2652,360,2023-04-25,pending
2653,1394,2024-08-29,processing
2654,476,2024-08-09,shipped
2655,522,2023-11-17,delivered
2656,2364,2023-01-02,shipped
2657,254,2024-08-27,cancelled
2658,778,2024-02-02,delivered
2659,1310,2024-01-09,processing
2660,2129,2024-11-10,cancelled
2661,2420,2023-08-16,pending
2662,1620,2023-01-10,cancelled
2663,1887,2023-11-20,processing
2664,1216,2023-08-13,delivered
2665,2786,2024-04-11,processing
2666,2464,2023-10-18,processing
2667,2726,2024-12-20,pending
2668,2454,2023-11-24,shipped
2669,2058,2024-12-06,pending
2670,1121,2024-12-24,cancelled
2671,1960,2024-10-08,processing
2672,2028,2023-10-26,delivered
2673,241,2023-12-08,processing
2674,2936,2023-08-04,processing
2675,2869,2023-02-23,processing
2676,1997,2024-02-06,shipped
2677,2701,2023-06-13,pending
2678,2245,2024-02-06,shipped
2679,1731,2024-11-25,delivered
2680,1427,2024-02-05,delivered
2681,295,2024-06-24,shipped
2682,1157,2024-12-14,processing
2683,2872,2024-07-15,delivered
2684,399,2023-05-15,shipped
2685,2378,2023-02-25,shipped
2686,1875,2024-11-01,processing
2687,2365,2023-05-21,delivered
2688,2851,2024-05-09,shipped
2689,594,2023-08-03,processing
2690,802,2024-10-28,pending
2691,1484,2024-08-12,pending
2692,2779,2023-06-01,delivered
2693,1750,2024-11-26,processing
2694,231,2023-04-09,shipped
2695,1941,2023-07-03,pending
2696,481,2024-06-11,shipped
2697,2431,2024-03-20,processing
2698,2569,2024-02-18,processing
2699,140,2023-05-02,processing
2700,1625,2024-05-15,shipped
2701,2818,2024-09-02,processing
2702,2674,2024-01-20,pending
2703,1900,2024-10-27,delivered
2704,1128,2024-10-09,delivered
2705,1505,2023-01-12,pending
2706,478,2023-03-26,pending
2707,2004,2024-10-18,cancelled
2708,922,2023-01-24,cancelled
2709,2347,2024-08-09,delivered
2710,1122,2024-12-11,pending
2711,2429,2023-07-05,delivered
2712,1984,2024-10-22,delivered
2713,1223,2024-08-08,processing
2714,408,2023-11-30,pending
2715,2924,2024-07-04,processing
2716,1661,2024-12-18,pending
2717,1613,2024-07-23,cancelled
2718,2172,2024-05-15,pending
2719,2126,2024-08-21,cancelled
2720,2924,2024-10-29,pending
2721,850,2024-11-05,pending
2722,741,2024-09-05,processing
2723,22,2024-07-22,delivered
2724,1288,2023-05-06,pending
2725,528,2024-08-11,processing
2726,2674,2023-06-15,pending
2727,2304,2023-09-20,pending
2728,347,2023-05-08,cancelled
2729,1223,2024-01-08,cancelled
2730,703,2024-03-09,pending
2731,1018,2023-11-04,pending
2732,2128,2023-10-28,cancelled
2733,1823,2023-05-24,cancelled
2734,2009,2024-12-12,shipped
2735,2141,2023-12-27,cancelled
2736,2205,2024-06-06,processing
2737,2818,2023-04-12,pending
2738,972,2023-02-07,processing
2739,581,2023-11-03,processing
2740,550,2024-09-08,cancelled
2741,885,2024-08-28,shipped
2742,1137,2023-05-12,cancelled
2743,1729,2023-03-18,cancelled
2744,1045,2023-09-24,delivered
2745,2662,2023-06-17,delivered
2746,1869,2023-03-27,shipped
2747,2772,2024-03-11,processing
2748,2196,2023-07-28,pending
2749,2579,2023-10-03,processing
2750,2927,2024-01-17,cancelled
2751,2693,2024-10-25,cancelled
2752,2478,2023-06-17,delivered
2753,629,2023-11-20,delivered
2754,1553,2023-01-27,cancelled
2755,1014,2023-03-21,shipped
2756,511,2024-06-28,pending
2757,2802,2024-07-15,delivered
2758,271,2023-12-04,pending
2759,1487,2023-12-08,shipped
2760,600,2023-08-20,shipped
2761,41,2023-04-11,delivered
2762,911,2024-01-23,pending
2763,506,2023-06-29,cancelled
2764,2984,2023-11-10,cancelled
2765,2006,2023-04-08,cancelled
2766,1430,2024-12-18,cancelled
2767,1156,2024-07-18,shipped
2768,2489,2023-04-12,pending
2769,700,2023-11-22,delivered
2770,741,2023-12-20,cancelled
2771,2260,2024-08-31,delivered
2772,1954,2024-08-29,processing
2773,1062,2023-01-10,cancelled
2774,2922,2023-06-09,processing
2775,585,2024-01-23,cancelled
2776,1096,2023-02-24,shipped
2777,2898,2023-09-13,cancelled
2778,1714,2024-12-24,delivered
2779,750,2024-03-25,shipped
2780,1920,2024-05-29,shipped
2781,1130,2024-03-14,cancelled
2782,2943,2023-08-23,shipped
2783,2604,2023-03-31,shipped
2784,1666,2023-11-17,pending
2785,2600,2023-03-23,pending
2786,2990,2023-09-03,pending
2787,677,2024-08-12,pending
2788,347,2023-10-20,cancelled
2789,2019,2023-01-11,delivered
2790,2774,2024-06-04,processing
2791,1965,2024-05-24,cancelled
2792,2807,2024-11-24,cancelled
2793,2859,2023-05-08,delivered
2794,57,2024-09-23,processing
2795,30,2024-03-11,cancelled
2796,1414,2023-09-08,cancelled
2797,2802,2024-09-15,pending
2798,2488,2024-04-04,processing
2799,2763,2024-06-20,processing
2800,717,2023-03-18,shipped
2801,547,2024-06-10,shipped
2802,209,2024-03-08,delivered
2803,1553,2023-06-24,shipped
2804,464,2023-12-13,processing
2805,2209,2023-05-01,shipped
2806,1226,2024-05-09,shipped
2807,1085,2023-08-07,pending
2808,2586,2024-08-05,delivered
2809,891,2023-11-09,cancelled
2810,146,2024-04-19,cancelled
2811,2000,2023-02-28,shipped
2812,25,2024-09-22,delivered
2813,1346,2023-11-02,shipped
2814,439,2023-01-06,shipped
2815,2960,2023-07-10,delivered
2816,1453,2023-01-10,pending
2817,1765,2024-05-18,processing
2818,348,2024-06-25,cancelled
2819,630,2024-02-25,pending
2820,1997,2023-01-08,processing
2821,2690,2023-09-14,processing
2822,1928,2024-02-09,shipped
2823,1226,2024-01-09,delivered
2824,747,2024-07-03,shipped
2825,446,2024-03-25,delivered
2826,663,2023-05-24,shipped
2827,1778,2023-01-06,shipped
2828,2905,2023-07-23,pending
2829,777,2023-10-19,pending
2830,548,2024-02-09,delivered
2831,1357,2023-02-02,processing
2832,2729,2023-07-23,delivered
2833,2725,2023-09-30,pending
2834,1725,2024-05-15,cancelled
2835,2030,2024-11-29,processing
2836,1331,2024-02-14,cancelled
2837,2974,2024-02-03,processing
2838,450,2023-04-21,pending
2839,517,2023-06-09,shipped
2840,2049,2023-01-14,processing
2841,214,2024-11-25,shipped
2842,1760,2024-09-03,pending
2843,1780,2024-05-06,shipped
2844,1156,2024-05-12,pending
2845,1757,2023-09-11,cancelled
2846,625,2024-06-07,processing
2847,1022,2023-10-15,pending
2848,1080,2024-12-18,processing
2849,2730,2024-03-15,processing
2850,1942,2024-12-24,pending
2851,2872,2024-05-29,cancelled
2852,743,2023-07-13,cancelled
2853,2577,2024-10-11,processing
2854,940,2023-05-04,processing
2855,1644,2023-02-09,shipped
2856,788,2023-05-30,delivered
2857,73,2024-09-23,processing
2858,373,2023-02-22,delivered
2859,1669,2024-06-21,shipped
2860,2868,2024-10-10,processing
2861,909,2023-12-11,delivered
2862,1963,2023-03-04,cancelled
2863,1750,2024-10-21,pending
2864,1247,2023-04-23,shipped
2865,1490,2023-10-15,shipped
2866,2915,2024-03-04,processing
2867,1311,2023-02-18,processing
2868,168,2023-01-01,pending
2869,2706,2023-11-26,processing
2870,1169,2024-04-28,shipped
2871,2485,2023-04-14,delivered
2872,758,2023-09-16,delivered
2873,1490,2023-12-09,shipped
2874,457,2023-04-10,pending
2875,2798,2024-07-19,processing
2876,1357,2024-01-05,shipped
2877,2413,2024-06-25,cancelled
2878,1523,2023-09-01,shipped
2879,861,2024-08-21,
2880,358,2023-04-19,processing
2881,2579,2024-09-08,pending
2882,169,2024-08-23,processing
2883,791,2024-12-22,delivered
2884,405,2023-03-18,cancelled
2885,2536,2023-12-18,shipped
2886,2972,2024-04-30,processing
2887,2186,2023-06-07,pending
2888,524,2023-07-16,delivered
2889,2255,2024-12-29,shipped
2890,2296,2023-12-22,shipped
2891,1837,2024-10-06,pending
2892,1787,2023-03-11,delivered
2893,1717,2024-06-20,cancelled
2894,90,2023-06-20,cancelled
2895,1123,2024-12-14,processing
2896,1187,2023-02-16,cancelled
2897,250,2024-12-11,processing
2898,1629,2024-05-21,cancelled
2899,2104,2023-03-18,processing
2900,1794,2024-06-05,delivered
2901,2304,2024-02-04,delivered
2902,2488,2023-10-06,processing
2903,754,2023-01-04,processing
2904,2343,2023-08-12,cancelled
2905,2854,2023-01-10,cancelled
2906,1866,2024-05-30,cancelled
2907,1061,2023-11-07,processing
2908,1214,2024-12-26,shipped
2909,2262,2023-05-02,processing
2910,918,2023-02-16,cancelled
2911,976,2023-10-26,pending
2912,2620,2023-06-01,shipped
2913,545,2023-10-04,pending
2914,2632,2023-09-12,processing
2915,2190,2023-04-29,pending
2916,2657,2023-12-22,cancelled
2917,1512,2023-11-29,pending
2918,2890,2024-07-16,shipped
2919,2958,2023-05-17,delivered
2920,2505,2023-10-29,shipped
2921,235,2024-10-02,pending
2922,1457,2023-08-13,shipped
2923,724,2023-09-20,pending
2924,2202,2024-11-04,cancelled
2925,436,2024-12-05,delivered
2926,2679,2023-09-21,cancelled
2927,2257,2023-07-31,delivered
2928,904,2023-11-29,shipped
2929,836,2024-08-18,delivered
2930,638,2024-04-01,processing
2931,2990,2024-03-20,shipped
2932,608,2024-05-05,pending
2933,2032,2023-07-05,delivered
2934,758,2023-06-30,processing
2935,2334,2024-05-17,processing
2936,2653,2023-10-16,pending
2937,1271,2023-06-16,processing
2938,1615,2024-12-04,cancelled
2939,770,2023-03-13,processing
2940,296,2024-03-12,processing
2941,1864,2024-10-22,delivered
2942,411,2024-06-23,processing
2943,2977,2023-01-13,cancelled
2944,409,2024-01-22,delivered
2945,85,2023-04-23,pending
2946,2640,2023-02-14,processing
2947,1018,2023-03-27,shipped
2948,585,2024-10-04,cancelled
2949,56,2023-01-10,pending
2950,2222,2023-12-13,pending
2951,829,2023-05-23,delivered
2952,2306,2024-03-30,processing
2953,1260,2023-12-06,delivered
2954,633,2023-09-07,pending
2955,2227,2024-12-09,shipped
2956,2571,2024-07-10,pending
2957,87,2023-02-15,pending
2958,2231,2023-10-31,pending
2959,2096,2024-03-01,processing
2960,5,2023-08-18,pending
2961,929,2024-03-13,delivered
2962,604,2023-12-28,shipped
2963,926,2024-12-01,delivered
2964,2813,2023-04-26,delivered
2965,695,2023-04-23,processing
2966,417,2023-10-16,shipped
2967,313,2024-09-22,shipped
2968,485,2024-01-05,pending
2969,178,2024-09-11,processing
2970,730,2024-03-14,cancelled
2971,1372,2024-09-06,processing
2972,2783,2024-03-11,processing
2973,2734,2024-12-04,shipped
2974,2560,2023-10-21,shipped
2975,426,2023-10-05,delivered
2976,2711,2024-01-13,shipped
2977,2914,2023-03-20,pending
2978,609,2024-11-02,processing
2979,1312,2023-06-01,delivered
2980,1830,2024-05-04,pending
2981,464,2024-08-14,delivered
2982,2977,2023-10-13,processing
2983,371,2023-11-27,processing
2984,745,2024-01-30,shipped
2985,1308,2024-05-21,delivered
2986,1972,2024-12-11,delivered
2987,2465,2024-10-13,shipped
2988,567,2024-10-31,processing
2989,1570,2024-03-04,cancelled
2990,2037,2024-07-05,cancelled
2991,2018,2024-06-29,cancelled
2992,943,2024-01-29,pending
2993,2380,2024-03-07,cancelled
2994,2367,2024-12-11,processing
2995,2880,2023-03-31,processing
2996,1482,2023-01-03,processing
2997,71,2024-01-07,cancelled
2998,1942,2023-05-17,pending
2999,245,2023-12-24,shipped
3000,571,2023-10-29,delivered
3001,591,2024-07-18,delivered
3002,994,2023-08-04,processing
3003,229,2023-05-22,pending
3004,2850,2024-12-21,processing
3005,1547,2023-01-27,delivered
3006,1523,2023-02-25,pending
3007,2715,2024-08-18,pending
3008,1954,2024-08-31,processing
3009,124,2023-05-31,shipped
3010,579,2023-03-22,processing
3011,316,2023-01-13,cancelled
3012,1706,2023-06-03,processing
3013,1925,2023-05-24,cancelled
3014,2862,2023-11-03,delivered
3015,1686,2023-12-12,delivered
3016,2642,2024-12-12,pending
3017,1175,2023-04-24,processing
3018,246,2024-10-19,pending
3019,2475,2023-06-27,cancelled
3020,657,2023-01-12,delivered
3021,1736,2024-11-27,delivered
3022,2270,2024-12-29,shipped
3023,2344,2024-05-28,shipped
3024,2906,2023-08-21,delivered
3025,643,2023-10-06,pending
3026,2137,2024-01-22,processing
3027,868,2024-02-15,cancelled
3028,230,2023-08-13,
3029,753,2024-07-26,cancelled
3030,317,2024-12-10,delivered
3031,1956,2023-11-17,delivered
3032,1559,2023-06-18,pending
3033,1522,2024-10-24,delivered
3034,798,2023-10-04,pending
3035,428,2023-03-21,shipped
3036,2471,2023-12-10,pending
3037,982,2023-10-16,processing
3038,2219,2023-04-20,pending
3039,868,2024-09-03,pending
3040,1267,2023-07-12,cancelled
3041,827,2024-10-15,pending
3042,985,2023-10-03,pending
3043,2336,2024-08-01,pending
3044,2310,2024-05-10,pending
3045,197,2023-11-19,pending
3046,1265,2023-01-09,shipped
3047,1157,2024-02-12,cancelled
3048,799,2023-11-19,delivered
3049,2973,2023-12-31,processing
3050,2879,2024-11-21,pending
3051,1358,2024-02-22,cancelled
3052,414,2024-05-29,processing
3053,98,2024-08-24,delivered
3054,1954,2024-08-23,pending
3055,1189,2023-06-15,processing
3056,2796,2024-04-19,pending
3057,2564,2023-04-06,processing
3058,884,2024-11-28,processing
3059,2944,2023-06-14,cancelled
3060,2115,2024-09-15,cancelled
3061,1399,2024-04-03,processing
3062,1389,2023-10-25,shipped
3063,2554,2024-03-17,pending
3064,2920,2024-11-30,delivered
3065,980,2023-08-02,cancelled
3066,2486,2023-03-18,processing
3067,2323,2024-10-04,delivered
3068,399,2023-01-16,processing
3069,1268,2024-07-14,pending
3070,2044,2023-04-07,delivered
3071,1285,2023-06-23,shipped
3072,662,2023-03-11,shipped
3073,2362,2024-01-08,shipped
3074,366,2023-03-14,processing
3075,2911,2024-04-16,shipped
3076,1939,2023-09-20,delivered
3077,2664,2023-05-24,pending
3078,2330,2024-05-14,pending
3079,1489,2023-10-21,delivered
3080,1676,2024-09-26,processing
3081,1806,2024-01-11,cancelled
3082,2559,2023-11-18,shipped
3083,342,2024-11-29,delivered
3084,2073,2024-04-05,shipped
3085,2796,2023-02-13,cancelled
3086,2638,2023-02-28,processing
3087,2867,2024-07-28,pending
3088,634,2023-04-18,shipped
3089,1540,2023-06-12,cancelled
3090,1636,2023-03-16,processing
3091,1591,2024-04-18,pending
3092,1430,2024-04-22,delivered
3093,2632,2024-07-01,delivered
3094,447,2023-03-29,processing
3095,2998,2023-04-21,delivered
3096,1775,2023-07-24,delivered
3097,1347,2023-03-08,shipped
3098,1403,2024-09-10,delivered
3099,871,2024-12-20,delivered
3100,469,2023-10-13,delivered
3101,157,2024-07-12,processing
3102,1925,2023-05-30,processing
3103,1312,2024-08-04,pending
3104,2463,2024-01-25,pending
3105,1481,2024-03-16,delivered
3106,875,2023-02-25,processing
3107,94,2024-12-01,delivered
3108,1106,2023-09-16,processing
3109,343,2023-05-26,pending
3110,1122,2024-02-19,pending
3111,1222,2024-12-30,delivered
3112,1720,2024-06-21,processing
3113,2743,2023-09-23,processing
3114,221,2023-04-05,delivered
3115,1401,2023-11-01,processing
3116,814,2023-12-24,delivered
3117,1973,2024-05-01,cancelled
3118,2822,2023-06-14,delivered
3119,1453,2024-12-10,cancelled
3120,1594,2023-01-11,cancelled
3121,2446,2023-07-23,pending
3122,2961,2024-11-14,cancelled
3123,2526,2023-05-29,shipped
3124,2721,2023-11-21,pending
3125,617,2024-04-14,processing
3126,2046,2023-11-21,pending
3127,2761,2024-02-21,shipped
3128,2133,2023-01-04,delivered
3129,515,2024-10-11,delivered
3130,2618,2024-08-15,pending
3131,150,2023-08-12,processing
3132,1722,2024-12-14,cancelled
3133,681,2024-09-07,delivered
3134,886,2023-12-23,processing
3135,783,2024-11-26,cancelled
3136,59,2024-01-15,shipped
3137,67,2023-11-06,shipped
3138,2057,2023-05-08,delivered
3139,2658,2024-04-11,delivered
3140,1681,2023-12-27,shipped
3141,2222,2024-03-12,cancelled
3142,1376,2023-04-27,processing
3143,1880,2024-03-14,shipped
3144,725,2024-07-20,cancelled
3145,667,2024-07-09,delivered
3146,1563,2023-10-19,delivered
3147,2598,2023-10-18,cancelled
3148,407,2023-03-31,pending
3149,368,2024-10-27,pending
3150,2525,2024-02-26,pending
3151,2034,2024-09-30,cancelled
3152,409,2024-10-10,delivered
3153,2062,2024-08-18,pending
3154,2735,2023-10-24,delivered
3155,868,2023-08-17,delivered
3156,2260,2024-01-26,pending
3157,802,2024-04-25,pending
3158,1437,2024-04-20,delivered
3159,2642,2024-12-21,delivered
3160,32,2024-01-19,processing
3161,2079,2023-10-18,shipped
3162,2698,2023-09-28,shipped
3163,1699,2024-11-20,processing
3164,18,2024-02-29,pending
3165,64,2023-01-27,processing
3166,1534,2024-06-15,cancelled
3167,1301,2023-12-10,processing
3168,2344,2024-03-16,processing
3169,2277,2024-02-05,processing
3170,2525,2024-10-21,delivered
3171,212,2024-08-14,delivered
3172,528,2024-10-13,delivered
3173,2983,2023-06-27,delivered
3174,1304,2024-06-13,processing
3175,1792,2023-08-25,pending
3176,2909,2023-05-10,cancelled
3177,485,2024-10-08,cancelled
3178,1606,2024-10-04,shipped
3179,2265,2023-06-12,shipped
3180,835,2023-04-06,
3181,106,2024-03-23,pending
3182,2576,2024-08-30,processing
3183,114,2024-09-24,cancelled
3184,323,2024-08-08,delivered
3185,104,2023-05-14,delivered
3186,2599,2024-10-08,shipped
3187,765,2023-09-03,processing
3188,1217,2023-07-18,cancelled
3189,1005,2024-01-23,shipped
3190,2701,2023-02-22,shipped
3191,340,2023-05-28,pending
3192,2615,2024-08-16,pending
3193,455,2024-04-15,cancelled
3194,503,2023-04-20,processing
3195,1157,2023-09-26,processing
3196,381,2023-03-21,delivered
3197,1481,2023-08-01,delivered
3198,413,2024-05-17,pending
3199,1695,2023-03-17,delivered
3200,2563,2023-03-20,processing
3201,2816,2024-03-05,delivered
3202,1285,2024-10-10,delivered
3203,660,2023-07-04,shipped
3204,42,2023-07-02,cancelled
3205,2586,2024-09-13,pending
3206,481,2023-12-18,shipped
3207,1983,2024-09-20,cancelled
3208,2239,2023-01-06,processing
3209,2138,2023-09-18,pending
3210,790,2024-09-12,pending
3211,2196,2023-01-24,cancelled
3212,2097,2023-06-06,processing
3213,1495,2023-04-28,processing
3214,121,2023-12-02,processing
3215,901,2023-03-27,processing
3216,1097,2023-10-08,delivered
3217,817,2023-04-05,shipped
3218,2901,2024-07-18,shipped
3219,1914,2024-05-22,delivered
3220,2100,2024-02-14,processing
3221,1025,2023-06-27,processing
3222,2815,2023-10-15,delivered
3223,422,2024-08-20,cancelled
3224,1277,2023-06-19,processing
3225,2958,2024-05-14,delivered
3226,1828,2024-03-09,cancelled
3227,1113,2023-11-23,cancelled
3228,441,2024-09-13,delivered
3229,1759,2023-07-24,cancelled
3230,1446,2024-01-18,pending
3231,1841,2023-06-21,pending
3232,2095,2023-09-17,cancelled
3233,1679,2023-10-28,cancelled
3234,2643,2024-06-27,shipped
3235,1632,2023-01-31,pending
3236,737,2023-11-27,delivered
3237,762,2024-01-02,processing
3238,298,2023-08-09,shipped
3239,1524,2023-05-29,shipped
3240,501,2023-01-10,shipped
3241,2820,2023-01-12,shipped
3242,876,2024-04-21,cancelled
3243,1318,2023-08-27,cancelled
3244,272,2024-01-30,shipped
3245,2465,2023-08-06,cancelled
3246,891,2023-04-16,cancelled
3247,1139,2024-09-14,pending
3248,2351,2024-10-23,delivered
3249,2795,2024-03-21,shipped
3250,1312,2023-07-22,processing
3251,204,2024-05-20,delivered
3252,192,2023-10-09,delivered
3253,489,2023-05-08,delivered
3254,701,2024-09-07,shipped
3255,2422,2024-01-28,processing
3256,2361,2023-01-22,shipped
3257,74,2024-10-21,cancelled
3258,20,2024-04-17,shipped
3259,537,2024-02-17,pending
3260,2186,2024-06-24,pending
3261,1382,2024-10-22,pending
3262,285,2024-04-26,pending
3263,1701,2023-11-05,shipped
3264,1300,2023-12-21,delivered
3265,327,2024-07-23,shipped
3266,2023,2024-09-19,pending
3267,1612,2023-11-02,delivered
3268,2021,2024-10-18,pending
3269,1532,2024-09-24,pending
3270,120,2023-08-18,pending
3271,43,2023-05-23,pending
3272,1323,2024-12-05,delivered
3273,928,2023-06-24,pending
3274,783,2024-01-13,cancelled
3275,21,2024-12-05,pending
3276,1064,2023-02-14,pending
3277,197,2023-11-08,pending
3278,1081,2023-12-04,cancelled
3279,1555,2023-10-04,processing
3280,565,2024-08-20,delivered
3281,492,2023-05-10,shipped
3282,607,2024-08-21,delivered
3283,2609,2024-04-02,pending
3284,2138,2024-06-24,processing
3285,2368,2024-05-04,delivered
3286,1150,2023-11-26,delivered
3287,926,2023-04-05,shipped
3288,1214,2024-12-29,pending
3289,1446,2024-07-25,processing
3290,2702,2024-10-24,processing
3291,2847,2023-03-21,pending
3292,2026,2023-03-03,processing
3293,54,2024-11-17,processing
3294,1918,2024-01-30,processing
3295,1998,2023-04-18,shipped
3296,855,2024-08-27,cancelled
3297,2106,2023-11-17,shipped
3298,2903,2024-04-09,processing
3299,2067,2023-04-19,processing
3300,897,2024-01-08,delivered
3301,1854,2024-09-27,cancelled
3302,832,2024-02-14,processing
3303,282,2023-10-12,delivered
3304,673,2024-12-03,shipped
3305,2365,2024-10-25,pending
3306,604,2024-04-17,pending
3307,452,2023-09-04,pending
3308,1888,2023-07-11,shipped
3309,118,2024-05-02,cancelled
3310,1855,2023-12-27,shipped
3311,485,2024-07-17,pending
3312,1452,2024-03-17,processing
3313,617,2024-02-11,cancelled
3314,1765,2024-06-04,shipped
3315,218,2024-03-27,shipped
